Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
I Feel The Love,Tritonal;Ross Lynch;R5,56,213120,False,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,trance
Bayaka,Berg,48,420869,False,0.689,0.867,11,-7.35,0,0.0814,0.00765,0.348,0.338,0.369,138.023,trance
Jackie Chan,Tiësto;Dzeko;Preme;Post Malone,64,215759,True,0.747,0.833,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.008,trance
Ritual,Tiësto;Jonas Blue;Rita Ora,62,198995,False,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.769,114.998,trance
Lights,BROX,38,485142,False,0.646,0.647,8,-8.549,0,0.0686,0.0254,0.407,0.383,0.426,140.009,trance
Heart Beat,Animato;Gaudium,50,246857,False,0.634,0.933,11,-5.931,0,0.0419,0.0293,0.91,0.334,0.357,139.989,trance
Blah Blah Blah - Bassjackers Remix,Armin van Buuren;Bassjackers,50,196363,False,0.635,0.962,5,-2.699,0,0.053,0.0458,0.00581,0.68,0.311,132.017,trance
Trampoline,WHITENO1SE;DEGO,54,171857,False,0.594,0.633,7,-5.349,0,0.0433,0.0141,0.0315,0.28,0.0397,139.977,trance
Water,Synergetic Emotion;Nictofilia,39,418285,False,0.791,0.576,7,-7.48,1,0.0839,0.0415,0.675,0.133,0.205,140.003,trance
Sandstorm,Darude,70,225493,False,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,trance
Pranava,Ace Ventura;Astrix,48,584347,False,0.736,0.906,7,-8.894,1,0.0417,0.000632,0.863,0.0931,0.0431,137.991,trance
A State Of Trance ID #001 (ASOT 1090) [Tune Of The Week],ID,42,262130,False,0.588,0.914,9,-8.494,0,0.0532,0.00358,0.00777,0.307,0.0991,129.97,trance
Constancy,Alexander Popov;Luminn;DEXTER KING,38,194307,False,0.469,0.983,1,-2.944,0,0.0433,0.000938,0.8,0.152,0.09,130.039,trance
Maharani Hi-Tech,Henrique Camacho,45,416006,False,0.497,0.864,11,-6.868,1,0.189,0.00989,0.671,0.065,0.291,180.004,trance
Superman,Armin van Buuren;Blasterjaxx;24h,61,204250,False,0.403,0.884,6,-6.25,0,0.126,0.0115,6.92e-05,0.805,0.436,103.501,trance
Rhythm (Of The Night) [ASOT 1090] [Progressive Pick],Something Good,43,287188,False,0.571,0.909,3,-8.234,0,0.0396,0.00022,0.736,0.086,0.181,125.989,trance
The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,Age Of Love;Charlotte de Witte;Enrico Sangiuliano,64,489480,False,0.748,0.909,5,-8.322,0,0.0505,0.0576,0.89,0.0945,0.0617,130.0,trance
Universe Inside Me (Mixed),Liquid Soul;Vini Vici,51,189577,False,0.603,0.93,7,-6.661,1,0.0509,0.0127,0.776,0.657,0.163,137.969,trance
Black Hole,We Came As Romans;Caleb Shomo,69,179181,False,0.48,0.958,5,-4.241,0,0.0664,2.45e-05,0.0,0.52,0.385,110.05,trance
Forever & Always,Armin van Buuren;Gareth Emery;Owl City,58,194002,False,0.58,0.921,8,-7.376,1,0.0463,0.00787,8.06e-05,0.097,0.37,144.98,trance
A State Of Trance ID #002 (ASOT 1090),ID,37,218240,False,0.401,0.94,11,-8.468,0,0.0509,5.43e-05,0.604,0.156,0.166,135.004,trance
"A State Of Trance (ASOT 1090) - Tune Of The Year Votings, Pt. 2",Armin van Buuren,40,36330,False,0.708,0.797,1,-7.472,0,0.542,0.0466,0.0,0.32,0.949,129.861,trance
A State Of Trance (ASOT 1090) - ASOT ADE 2022,Armin van Buuren,38,34460,False,0.689,0.756,9,-7.992,1,0.352,0.205,0.0,0.281,0.754,75.819,trance
Kamayatra,Mandragora,0,196638,False,0.761,0.542,11,-9.789,0,0.0547,0.000434,0.854,0.122,0.18,118.988,trance
A State Of Trance (ASOT 1090) - GXD Guest Mix,Armin van Buuren,37,31520,False,0.835,0.68,1,-7.537,1,0.307,0.0195,0.0,0.395,0.937,127.677,trance
I Matter to You - XiJaro & Pitch Remix,Richard Durand;Susana;XiJaro & Pitch,47,239130,False,0.274,0.952,6,-5.073,0,0.109,0.00444,0.285,0.146,0.0537,138.012,trance
"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 4",Armin van Buuren,35,31990,False,0.696,0.59,2,-8.772,1,0.738,0.158,2.05e-06,0.308,0.826,126.326,trance
Enjoy the Greatness - Club Mix,Mandragora,0,197520,False,0.659,0.842,11,-13.185,1,0.0462,8.79e-05,0.506,0.367,0.131,119.04,trance
Offshore - Kryder Remix,Chicane;Kryder,2,196012,False,0.63,0.967,5,-4.835,0,0.0488,0.0104,0.784,0.104,0.0743,126.007,trance
Kamayatra,Mandragora,0,196638,False,0.761,0.542,11,-9.789,0,0.0547,0.000434,0.854,0.122,0.18,118.988,trance
You Can't Stop Me,Ferry Corsten,0,189843,False,0.551,0.958,7,-4.764,1,0.0395,0.00159,0.00563,0.328,0.366,124.993,trance
Interlude,Blazy;Aura Vortex,48,206514,False,0.7,0.89,6,-4.802,0,0.119,0.0132,0.745,0.186,0.408,140.047,trance
Psychedelic Universe,Raz,37,256521,False,0.603,0.961,9,-4.371,1,0.053,0.00185,0.854,0.167,0.0393,138.004,trance
Kazahi,Vermont (BR);Bandi,46,385774,False,0.338,0.891,6,-5.181,0,0.0446,0.000153,0.541,0.0442,0.135,106.508,trance
AK-47,Mandragora,45,235039,False,0.624,0.51,4,-6.796,0,0.149,0.0224,0.707,0.049,0.209,159.841,trance
Mangeshkar,KiLLATK,31,384000,False,0.521,0.829,11,-9.193,1,0.0987,0.011,0.792,0.13,0.168,180.037,trance
Metalingus (Edge's WWE Theme),"It Lives, It Breathes",50,296000,False,0.487,0.991,6,-1.741,1,0.0673,2.73e-05,0.0,0.177,0.369,110.019,trance
Remember,KiLLATK;Vasco,32,408297,False,0.513,0.87,10,-4.747,0,0.0749,0.000646,0.673,0.328,0.141,175.003,trance
Gold Skies (feat. Aleesia),Sander van Doorn;Martin Garrix;DVBBS;Aleesia,39,329067,False,0.564,0.823,9,-6.316,0,0.046,0.00406,0.0716,0.684,0.221,128.018,trance
Sahara - Original mix,Astrix,46,528000,False,0.526,0.923,6,-7.129,0,0.0727,0.00492,0.791,0.833,0.0365,144.999,trance
Balkan,Omiki,49,387428,False,0.691,0.961,11,-4.323,0,0.162,0.00106,0.324,0.194,0.279,140.037,trance
Organic,Berg;Chapeleiro,39,413043,False,0.716,0.72,9,-7.166,1,0.116,0.018,0.838,0.165,0.199,138.057,trance
Agate,Astrix;Ritmo,43,523478,False,0.621,0.885,8,-7.601,1,0.0487,0.00159,0.791,0.14,0.127,137.966,trance
Namaste,Vini Vici,45,462608,False,0.656,0.981,11,-6.26,0,0.0512,0.000604,0.643,0.354,0.156,138.042,trance
Live The Night,W&W;Hardwell;Lil Jon,57,133125,False,0.805,0.968,10,-3.909,1,0.227,0.00707,0.00091,0.368,0.211,127.984,trance
See It Coming,Berg,51,229714,False,0.619,0.927,9,-4.938,1,0.0433,0.0117,0.788,0.153,0.205,140.016,trance
Revolt,Sajanka;Barsha,32,390000,False,0.595,0.755,6,-6.654,0,0.0348,0.00133,0.765,0.0958,0.103,149.997,trance
Sunny Dunny,Sajanka,32,365008,False,0.584,0.841,7,-6.506,1,0.0482,0.00431,0.552,0.0616,0.18,149.975,trance
Randa,Berg,46,217500,False,0.645,0.787,1,-6.157,1,0.0613,0.0068,0.214,0.502,0.075,138.001,trance
Bungee Jump,Captain Hook;Astrix,49,518260,False,0.732,0.785,4,-8.835,0,0.0846,0.00893,0.75,0.0903,0.119,138.039,trance
Valley of Stevie,Astrix;Ace Ventura,45,521142,False,0.609,0.879,6,-8.172,0,0.0476,0.000617,0.844,0.126,0.161,140.01,trance
Burning Stones,Astrix;Freedom Fighters,40,488695,False,0.653,0.896,10,-8.211,1,0.0577,0.00181,0.842,0.326,0.122,137.986,trance
Deva Mahadeva,Pondora;Skazi;Shanti People,34,337342,False,0.627,0.899,4,-4.081,1,0.0393,0.000876,0.00587,0.0789,0.377,142.975,trance
Elipsy,Vegas (Brazil),48,402110,False,0.641,0.832,10,-7.476,1,0.0823,0.00136,0.74,0.582,0.0329,137.999,trance
Chasing Stars,Dj T.H.;Mitraz,29,215390,False,0.604,0.905,0,-2.843,0,0.0419,0.00178,0.000835,0.249,0.238,130.019,trance
Live On Love,Armin van Buuren;Diane Warren;My Marianne,60,171733,False,0.681,0.76,10,-6.331,0,0.062,0.0382,1.11e-05,0.119,0.548,122.895,trance
Wild Feelings,Andrew Rayel;Sam Gray,57,161634,False,0.706,0.894,2,-4.765,1,0.0331,0.0181,1.05e-05,0.306,0.475,122.031,trance
Falling,BROX,35,370434,False,0.598,0.881,1,-8.54,1,0.0324,0.000976,0.755,0.291,0.394,138.0,trance
Million Miles,Mark Sixma,50,202968,False,0.616,0.716,4,-4.953,1,0.0566,0.0497,2.82e-05,0.689,0.419,128.034,trance
God Is A Dancer (with Mabel),Tiësto;Mabel,63,168125,False,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,trance
Atom - 138 Mix,Maarten de Jong,47,206956,False,0.466,0.975,7,-4.731,0,0.0739,0.00909,0.91,0.0959,0.0627,137.984,trance
Metalic Taste - Atomic Pulse Remix,S.U.N. Project;Atomic Pulse,30,465559,False,0.626,0.85,9,-8.646,1,0.053,0.00935,0.899,0.326,0.194,144.003,trance
Spirit,Talla 2XLC;Ralphie B,44,239973,False,0.426,0.962,0,-8.397,1,0.0836,0.000241,0.835,0.357,0.126,139.98,trance
Enough for Me,Talla 2XLC;Airwalk3r,48,233043,False,0.545,0.944,8,-6.114,1,0.0498,0.0168,0.032,0.162,0.119,138.037,trance
Blah Blah Blah,Armin van Buuren,47,183518,False,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,trance
The Fusion - Blastoyz Remix,Omnia;Ira;Blastoyz,50,173142,False,0.488,0.99,8,-2.718,1,0.0574,0.000144,0.0453,0.389,0.221,139.994,trance
Frozen - Full Fire Mix,Roman Messer;Christina Novelli,51,266086,False,0.544,0.996,9,-2.994,0,0.194,0.00288,0.115,0.187,0.0708,138.01,trance
Let You Down,Armin van Buuren,56,210476,False,0.572,0.956,10,-3.605,0,0.0418,0.0104,0.000188,0.205,0.0375,125.998,trance
Moonlight Shadow,W&W;Groove Coverage,65,179586,False,0.457,0.92,5,-4.309,1,0.102,0.0137,3.43e-05,0.133,0.39,145.176,trance
No Fun,Armin van Buuren;The Stickmen Project,60,130412,False,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,trance
Love We Lost (with R3HAB),Armin van Buuren;R3HAB;Simon Ward,56,136000,False,0.651,0.783,0,-6.162,1,0.0501,0.045,0.0,0.0628,0.311,119.995,trance
Becoming Insane,Infected Mushroom,54,440266,False,0.654,0.82,2,-5.769,1,0.0648,0.00368,0.364,0.195,0.617,145.002,trance
Rapture - Avicii New Generation Mix,Nadia Ali,55,221543,False,0.558,0.934,10,-4.072,0,0.0355,0.0185,0.21,0.275,0.385,130.008,trance
Upon The Horizon,Roman Messer;Joe Jury,46,248759,False,0.415,0.99,1,-3.466,1,0.0665,0.000418,0.212,0.197,0.237,138.003,trance
Calling San Francisco,Alex M.O.R.P.H.,45,194122,False,0.359,0.987,0,-5.437,1,0.0437,0.00123,0.955,0.149,0.247,136.026,trance
Just Awake,"Fear, and Loathing in Las Vegas",58,218573,False,0.357,0.98,5,-1.286,0,0.153,0.00143,0.0,0.196,0.567,191.147,trance
Free Tibet (Mix Cut) - Vini Vici Remix,Hilight Tribe;Vini Vici,44,114406,False,0.482,0.918,1,-11.515,1,0.051,0.000228,0.512,0.202,0.355,140.008,trance
Hear Me Out - Extended Mix,Cosmic Gate;Diana Miro,0,445406,False,0.602,0.916,9,-5.91,0,0.0413,0.00277,0.56,0.0864,0.036,122.997,trance
Analog Feel - Greenhaven DJs Extended Remix,Cosmic Gate;Greenhaven DJs,0,458139,False,0.704,0.833,6,-4.667,0,0.0716,0.00312,0.876,0.0919,0.205,128.992,trance
Burn,Crown The Empire,0,228213,False,0.444,0.843,5,-5.376,0,0.0641,0.0645,2.61e-05,0.135,0.399,153.959,trance
It's You - JJ Flores Remix Extended,York;Sin Plomo;Janet Taylor;JJ Flores,0,382187,False,0.748,0.939,8,-5.23,1,0.0472,0.0607,0.31,0.0891,0.398,126.984,trance
Can't Sleep - Radio Version,Ranji;Ghost Rider,54,201467,False,0.514,0.753,7,-7.352,0,0.0817,0.0416,0.0039,0.205,0.109,138.054,trance
Sun & Moon - Original Mix,Above & Beyond;Richard Bedford,53,326266,False,0.682,0.524,6,-8.061,0,0.0918,0.0228,0.0138,0.11,0.194,133.998,trance
Lion-Tech,Mandragora;Henrique Camacho,44,331830,False,0.533,0.892,7,-6.001,1,0.209,0.00263,0.66,0.15,0.0382,184.92,trance
Power,Menumas;The Witcher,29,427452,False,0.477,0.732,11,-6.565,0,0.086,0.0587,0.879,0.146,0.375,145.0,trance
Standing Ground,Mandragora,42,210371,False,0.75,0.568,5,-8.264,0,0.0286,0.0881,0.562,0.0907,0.0398,127.984,trance
Sitar Hi-Tech,Henrique Camacho,34,355270,False,0.356,0.849,11,-6.273,1,0.0738,0.0106,0.504,0.175,0.343,150.004,trance
Split (Only U),Tiësto;The Chainsmokers,60,256640,False,0.634,0.927,1,-3.282,1,0.136,0.048,0.687,0.0864,0.35,128.016,trance
Never Slackin',KiLLATK,28,384000,True,0.632,0.949,1,-7.063,1,0.0933,0.00114,0.403,0.116,0.512,95.02,trance
Lay Me Down,Ranji;Ghost Rider;Berg,54,210652,False,0.758,0.68,6,-7.685,0,0.0808,0.199,0.184,0.243,0.127,138.079,trance
Breeze,Berg;Skazi,43,337391,False,0.593,0.915,10,-6.325,0,0.104,0.00316,0.584,0.112,0.265,138.043,trance
Hayde,Sajanka,29,340012,False,0.629,0.97,0,-5.055,1,0.0614,0.0371,0.583,0.118,0.342,148.02,trance
Secrets - Radio Edit,Tiësto;KSHMR;VASSY,60,216967,False,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,trance
The Other Side,Alpha Portal;Ajja,38,499238,False,0.657,0.882,9,-6.238,1,0.0788,0.000522,0.88,0.0999,0.0375,143.014,trance
Turn It Up,Armin van Buuren,52,172173,False,0.582,0.953,5,-6.113,0,0.0567,0.00136,0.00197,0.324,0.12,138.025,trance
Tricky Tricky,W&W;Timmy Trumpet;Will Sparks;Sequenza,56,162302,False,0.632,0.962,8,-3.311,1,0.302,0.0146,0.53,0.297,0.0919,139.051,trance
Moyoni,Vini Vici;Jean Marie;Hilight Tribe,44,217391,False,0.614,0.989,1,-4.724,1,0.194,0.0132,0.0176,0.112,0.0921,103.485,trance
Wasted,Tiësto;Matthew Koma,62,190013,False,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,trance
Hot In It - Tiësto’s Hotter Mix,Tiësto;Charli XCX,64,184871,False,0.723,0.99,7,-4.409,1,0.198,0.00214,5.63e-05,0.328,0.167,126.05,trance
Time of India,Sajanka,30,240062,False,0.689,0.554,9,-8.2,1,0.0759,0.091,0.914,0.0867,0.163,148.002,trance
Lord Shiva,Sajanka,28,310067,False,0.559,0.924,7,-5.017,1,0.0674,0.0105,0.884,0.864,0.134,145.008,trance
San Pedro,Morten Granau,40,448000,False,0.72,0.877,0,-6.673,0,0.0534,0.118,0.756,0.626,0.118,135.021,trance
Moonshine - Original mix,Astrix;Avalon,42,466285,False,0.577,0.921,7,-7.809,1,0.045,0.00221,0.819,0.161,0.179,140.017,trance
Come To Life,Scorz;Diana Leah,55,183876,False,0.744,0.85,0,-6.633,1,0.0401,0.00569,0.111,0.098,0.211,123.992,trance
Rave Love,W&W;AXMO;SONJA,60,189000,False,0.393,0.895,6,-4.935,0,0.0493,0.00259,0.000407,0.151,0.183,160.057,trance
Tantra,Berg,40,327428,False,0.652,0.894,1,-6.71,1,0.0603,0.00436,0.21,0.337,0.197,140.023,trance
Please Stay (feat. London Thor),tyDi;Kundo;London Thor,51,218000,False,0.459,0.718,4,-5.487,1,0.052,0.249,0.0,0.174,0.182,144.952,trance
Mantra,Electric Universe,38,457315,False,0.512,0.893,8,-5.724,1,0.0363,2.72e-05,0.852,0.0632,0.225,145.016,trance
Clap,Armin van Buuren,58,150002,False,0.646,0.971,9,-3.417,1,0.135,0.00776,0.588,0.411,0.122,130.218,trance
Rapture,Vini Vici;Mira Feder,53,201739,False,0.598,0.924,10,-5.147,0,0.053,0.0498,0.00598,0.292,0.394,137.99,trance
Alone In A Room,Asking Alexandria,64,245861,True,0.482,0.946,4,-3.23,0,0.0852,0.00251,0.0,0.0466,0.284,135.071,trance
You Never Know,tyDi;Electric Polar Bears;neverwaves,57,139173,False,0.621,0.955,0,-3.716,1,0.0444,0.0871,0.00326,0.296,0.424,126.966,trance
God Is A Girl,W&W;Groove Coverage,54,194482,False,0.528,0.884,0,-5.144,0,0.037,0.00128,0.000273,0.0952,0.254,145.033,trance
Going Back - Module Virus Remix,Ace Ventura;Module Virus,28,425386,False,0.677,0.952,1,-5.536,1,0.0593,0.000747,0.822,0.147,0.331,145.022,trance
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin;Roxanne Emery;Yoel Lewis,51,105218,False,0.486,0.855,3,-4.493,0,0.0497,0.000452,0.00146,0.249,0.151,129.9,trance
Anjuna,Liquid Soul;Zyce;Solar Kid,0,494117,False,0.775,0.902,1,-7.896,1,0.0618,0.00307,0.899,0.078,0.101,136.011,trance
In the end,Synergetic Emotion,43,301714,True,0.484,0.718,7,-8.554,1,0.0964,0.115,0.689,0.16,0.14,140.029,trance
Bellatrix,Steve Dekay,44,239995,False,0.501,0.936,6,-9.276,1,0.0608,0.00102,0.875,0.267,0.247,138.016,trance
StarShine (I Don't Want This Night To End),W&W;AXMO;SONJA,61,177600,False,0.437,0.917,1,-2.027,1,0.0488,0.0135,1.49e-06,0.512,0.289,150.0,trance
Anjuna,Liquid Soul;Zyce;Solar Kid,0,494117,False,0.775,0.902,1,-7.896,1,0.0618,0.00307,0.899,0.078,0.101,136.011,trance
Mr. Navigator,Armin van Buuren;Tempo Giusto,55,152238,False,0.759,0.948,1,-5.465,1,0.114,0.0212,0.336,0.366,0.181,134.085,trance
Can U Dance (To My Beat),Tiësto,62,148125,False,0.725,0.894,7,-4.231,1,0.427,0.0132,1.83e-05,0.387,0.427,128.053,trance
Love Is A Drug - XiJaro & Pitch Remix,Ilan Bluestone;Giuseppe De Luca;XiJaro & Pitch,45,217418,False,0.503,0.945,9,-5.793,0,0.0421,0.00209,0.0692,0.138,0.288,137.998,trance
Come Around Again,Armin van Buuren;Billen Ted;JC Stewart,62,169108,False,0.589,0.912,9,-3.878,0,0.0766,0.0366,0.0,0.0752,0.426,123.946,trance
Great Spirit,Armin van Buuren;Vini Vici;Hilight Tribe,56,215773,False,0.591,0.911,9,-7.975,1,0.0661,0.00609,0.0123,0.223,0.211,103.517,trance
The Motto - Tiësto’s VIP Mix,Tiësto;Ava Max,63,206160,False,0.682,0.922,7,-2.936,0,0.0421,0.00956,0.00215,0.0626,0.266,125.004,trance
Revolution - Inner Sphere Remix,Liquid Soul;Inner Sphere,4,405000,False,0.754,0.93,7,-5.403,1,0.0607,0.00111,0.865,0.713,0.247,140.004,trance
Melody - Extended Mix,Giuseppe Ottaviani;Sarah de Warren,0,433508,False,0.687,0.665,11,-9.755,0,0.0422,0.00052,0.267,0.0805,0.324,124.992,trance
Be Right - Asgard Remix,Liquid Soul;Ritmo;Asgard,0,500281,False,0.535,0.911,6,-6.932,0,0.038,0.0101,0.814,0.091,0.559,141.988,trance
"Merry Christmas, Happy Holidays",Issues,0,227973,False,0.607,0.919,1,-5.432,1,0.172,0.0275,0.0,0.225,0.469,109.993,trance
Mass Effect,Roman Messer;Aleksey Ekimov,0,187500,False,0.55,0.893,5,-4.794,0,0.211,0.0273,0.495,0.237,0.316,128.139,trance
Universo,Astrix;Rising Dust,49,607552,False,0.644,0.761,3,-7.26,0,0.043,0.000118,0.841,0.0869,0.037,143.004,trance
Rush Over Me,Seven Lions;ILLENIUM;Said The Sky;HALIENE,55,259555,False,0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015,trance
Psycho - Remix,Ranji;Omiki;AViVA,49,284678,False,0.648,0.88,7,-6.054,0,0.0602,0.0346,0.295,0.324,0.155,140.058,trance
Survey Selva,Vermont (BR),38,368516,False,0.533,0.765,11,-7.134,1,0.0399,0.0117,0.775,0.171,0.471,154.999,trance
Baileys - Original Mix,Upgrade,38,407323,False,0.807,0.754,5,-3.433,0,0.187,0.158,0.71,0.113,0.276,142.024,trance
Acid Rain,Alpha Portal,43,488450,False,0.554,0.936,6,-6.794,0,0.0517,0.000499,0.793,0.183,0.0389,142.008,trance
Alejandro,Sajanka,27,348652,False,0.66,0.891,8,-7.813,1,0.104,0.197,0.829,0.108,0.192,148.001,trance
Jamil,Pettra,27,487000,False,0.649,0.628,1,-11.067,1,0.0562,0.00278,0.872,0.227,0.194,138.016,trance
Scared Of Us,Scorz;Mokita,42,211935,False,0.605,0.933,1,-6.125,1,0.038,0.0849,0.0276,0.138,0.101,121.983,trance
Getaway - Koven Remix,Tritonal;Angel Taylor;Koven,61,203720,False,0.488,0.914,6,-2.875,0,0.223,0.00415,0.0,0.158,0.222,172.187,trance
It Might Have Been,Mandragora,43,236446,False,0.651,0.601,6,-10.344,0,0.0363,0.177,0.706,0.155,0.335,150.049,trance
Lost - William Black Remix,Gareth Emery;Janet Devlin;William Black,49,185379,False,0.594,0.806,8,-8.878,0,0.276,0.0738,0.000909,0.115,0.259,144.891,trance
Chakra,W&W;Vini Vici,45,203000,False,0.474,0.94,5,-4.558,1,0.261,0.00446,0.00172,0.417,0.0878,103.483,trance
Devil in Me,Omiki,48,194571,False,0.37,0.949,4,-5.119,0,0.14,0.0121,0.0978,0.356,0.0356,140.061,trance
Shiva Bhole,Reality Test;Shanti People,29,330652,False,0.554,0.888,6,-5.844,0,0.0543,0.00537,0.541,0.161,0.0617,138.095,trance
Zoom,Blastoyz;Ranji,41,401142,False,0.641,0.928,8,-5.927,1,0.102,0.00867,0.759,0.48,0.301,139.982,trance
Come Home,ALPHA 9,55,226889,False,0.519,0.827,4,-6.908,0,0.0451,0.038,0.911,0.177,0.0361,128.059,trance
Human Touch,Armin van Buuren;Sam Gray,52,145748,False,0.633,0.834,2,-5.316,1,0.0383,0.0029,4.37e-05,0.19,0.599,126.981,trance
Colosseum,Blastoyz;Aquatica,38,171549,False,0.313,0.96,9,-4.457,1,0.113,0.00214,0.641,0.0965,0.256,106.613,trance
Colors - UK Psychedelic Remix,Avalon;Tristan;Vini Vici;Killerwatts,41,415114,False,0.608,0.924,8,-6.67,1,0.0419,4.46e-05,0.671,0.142,0.0393,143.99,trance
Survey Selva - D-Stroyer Remix,Vermont (BR);D-Stroyer,38,232258,False,0.535,0.943,10,-2.758,0,0.0447,0.00131,0.587,0.137,0.0995,155.046,trance
Beyond the Senses,Astrix,37,465000,False,0.403,0.809,1,-7.811,1,0.0567,0.00505,0.793,0.218,0.159,100.025,trance
Zulu Warriors,Sajanka,28,410008,False,0.657,0.938,10,-7.021,0,0.0725,0.125,0.705,0.411,0.338,148.011,trance
Universe Inside Me,Liquid Soul;Vini Vici,46,481738,False,0.687,0.834,7,-7.699,1,0.0823,0.00413,0.893,0.0608,0.055,137.985,trance
Mellow Desert,Sajanka;Barsha,27,413016,False,0.577,0.929,8,-6.299,0,0.0437,0.226,0.845,0.147,0.353,150.016,trance
Future Kids (148 Bpm),Fungus Funk;Kabayun;Ingrained Instincts,31,442454,False,0.574,0.909,7,-9.265,1,0.0365,2.14e-05,0.784,0.445,0.573,148.017,trance
Ganesha Namah - Original Mix,Mad Maxx;Shivadelic,33,561126,False,0.472,0.941,7,-6.592,1,0.0422,3.45e-05,0.729,0.142,0.0831,142.012,trance
Shanty Banty,Sajanka,28,340403,False,0.651,0.682,10,-6.166,0,0.0462,0.00892,0.724,0.693,0.0843,147.99,trance
INTO MY ARMS,Emma Hewitt;Markus Schulz,51,234285,False,0.463,0.928,10,-6.571,1,0.0613,0.262,0.108,0.387,0.0747,125.962,trance
Right Back,Alexander Popov;Whiteout,53,209280,False,0.567,0.942,4,-7.217,0,0.0379,0.000957,0.0779,0.343,0.0396,125.043,trance
Loca People,Vandeta,43,248516,False,0.651,0.895,7,-5.519,1,0.125,0.0423,0.335,0.312,0.281,142.015,trance
Answer From The Stars - Vagus Vip Remix,Vegas (Brasil);Vagus,40,349090,False,0.536,0.672,7,-7.66,0,0.0504,0.00385,0.798,0.13,0.153,142.999,trance
Colosseum - Extended Mix,Blastoyz;Aquatica,20,332957,False,0.522,0.944,9,-4.837,1,0.127,0.00173,0.737,0.111,0.177,142.022,trance
Universe,BROX,28,426857,False,0.628,0.894,6,-8.866,0,0.0442,3.51e-05,0.774,0.0744,0.259,140.004,trance
Skyfire (Mixed),Shogun,57,101831,False,0.616,0.938,1,-6.592,0,0.195,0.3,0.39,0.678,0.17,132.052,trance
Sinfonia,Mark Sixma,50,173999,False,0.659,0.879,1,-4.545,0,0.0451,0.00074,0.606,0.111,0.104,129.964,trance
Awake the Snake (Volcano on Mars Remix),Astrix;Tristan;Volcano On Mars,45,499862,False,0.582,0.972,6,-5.889,1,0.0465,0.00039,0.802,0.582,0.134,144.995,trance
Ah Up,Sound Quelle,53,200375,False,0.533,0.818,6,-6.979,0,0.0312,0.00757,0.888,0.225,0.238,111.979,trance
Vikings - VIP Mix,Synergetic Emotion,39,257142,True,0.754,0.411,4,-9.015,1,0.0538,0.0087,0.837,0.185,0.323,142.074,trance
In The End - Photographer Remix,Dash Berlin;Photographer,53,209666,False,0.474,0.913,0,-8.561,1,0.0658,0.0668,0.931,0.115,0.0847,135.017,trance
Rescue Me,XiJaro & Pitch;Clara Yates,48,239714,False,0.531,0.975,1,-5.87,0,0.145,0.000232,0.0156,0.483,0.0702,140.014,trance
WOW,Tiësto,61,148125,False,0.6,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.954,trance
Free tibet,Hilight Tribe,42,359533,False,0.487,0.861,11,-7.899,1,0.0516,0.475,0.753,0.072,0.776,137.927,trance
Turn It Up,Armin van Buuren,51,172173,False,0.582,0.953,5,-6.113,0,0.0567,0.00136,0.00197,0.324,0.12,138.025,trance
Kings (FSOE750 Anthem),Aly & Fila;Billy Gillies,0,171428,False,0.37,0.993,1,-4.213,0,0.0753,0.000122,0.916,0.347,0.138,139.891,trance
Never Cry Again (WYM444),Alexander Popov;Whiteout,11,256467,False,0.569,0.915,10,-6.231,0,0.0422,0.000307,0.023,0.625,0.242,128.073,trance
Beyond The Lights,Aly & Fila,0,233142,False,0.447,0.972,6,-5.182,0,0.132,0.0265,0.902,0.289,0.0863,139.966,trance
